Loan Identifier,Originator,Borrower Identifier,Property Identifier,Borrower Type,Foreign National,Borrower Year of Birth,Number of Debtors,Second Applicant Year of Birth,Borrower's Employment Status,First-time Buyer,Primary Income,Income Verification for Primary Income,Secondary Income,Income Verification for Secondary Income,Resident,Loan Origination Date,Date of Loan Maturity,Account Status Date,Origination Channel / Arranging Bank or Division,Purpose,Shared Ownership,Loan Term,Principal Grace Period,Amount Guaranteed,Subsidy,Loan Currency Denomination,Original Balance,Current Balance,Fractioned / Subrogated Loans,Repayment Method,Payment Frequency,Payment Due,Payment Type,Debt to Income,Lien,Mortgage Inscription,Interest Rate Type,Current Interest Rate Index,Current Interest Rate,Current Interest Rate Margin,Interest Rate Reset Interval,Revised Interest Rate Index,Restructuring Arrangement,Geographic Region List,Property Postcode,Property Type,Original Loan to Value,Valuation Amount,Original Valuation Type,Valuation Date,Current Loan to Value,Current Valuation Amount,Current Valuation Type,Current Valuation Date,Ipoteca,Account Status,Arrears Balance,Number Months in Arrears,Arrears 1 Month Ago,Arrears 2 Months Ago
4.706E+19,Banca Popolare di Bari,"503,000,888,000,100,000,000",5.4242E+13,1,Y,1969,2,1972,1,N,18324.3,3,9162.15,3,2,2011-04,2031-04,2011-11,1,7,1,240,1,87000,N,EUR,87000,76317.29,N,2,1,610.81,1,2.78,1,174000,3,12,5.75,5.75,240,12,N,ITF31,81,1,79.82,109000,1,2011-01,70.02,109000,1,2011-01,174000,2,610.81,1,610.81,610.81
4.706E+19,Banca Popolare di Bari,"503,015,254,000,503,000,000",5.4242E+13,1,Y,1949,2,1950,8,N,11822.7,3,5911.35,3,2,2005-11,2021-01,2011-11,1,1,1,180,0,50000,N,EUR,50000,23028.59,N,2,1,394.09,1,1.3,1,200000,3,12,4.95,4.95,182,12,N,ITF31,81,1,25,200000,1,2005-10,11.51,200000,1,2005-10,200000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,086,461,000,503,000,000",5.4242E+13,1,Y,1965,2,1978,1,N,10003.5,3,5001.75,3,2,2006-06,2018-08,2011-11,1,1,1,144,0,35000,N,EUR,35000,13788.39,N,2,1,333.45,1,0.92,1,60000,3,12,5.55,5.55,146,12,N,ITF31,81,1,67.57,51800,1,2011-01,26.62,51800,1,2011-01,60000,2,2707.62,8,2707.73,2365.14
4.706E+19,Banca Popolare di Bari,"503,040,527,000,503,000,000",5.4242E+13,1,Y,1954,2,1980,3,N,29510.7,3,14755.35,3,2,2006-07,2021-09,2011-11,1,1,1,180,0,120000,N,EUR,120000,62220.24,N,2,1,983.69,1,1.41,1,249000,3,12,5.55,5.55,182,12,N,ITF31,81,1,66.67,180000,1,2011-01,34.57,180000,1,2011-01,249000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,043,014,000,503,000,000",5.4242E+13,1,Y,1974,2,1976,3,N,18649.2,3,9324.6,3,2,2006-07,2026-09,2011-11,1,1,1,240,0,90000,N,EUR,90000,62316.48,N,2,1,621.64,1,2.23,1,180000,3,12,5.55,5.55,242,12,N,ITF31,81,1,71.43,126000,1,2006-07,49.46,126000,1,2006-07,180000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,014,634,000,503,000,000",5.4242E+13,1,Y,1936,3,1936,8,N,22591.8,3,11295.9,3,2,2006-04,2031-06,2011-11,1,1,1,300,0,120000,N,EUR,120000,94390.48,N,2,1,753.06,1,2.79,1,161800,3,12,5.75,5.75,302,12,N,ITF33,80,1,66.67,180000,1,2011-01,52.44,180000,1,2011-01,161800,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,068,260,000,503,000,000",5.4242E+13,1,Y,1954,2,1985,3,N,17988.9,3,8994.45,3,2,2007-05,2017-07,2011-11,1,1,1,120,0,55000,N,EUR,55000,14118.13,N,2,1,599.62,1,0.52,1,165000,3,12,5.6,5.6,122,12,N,ITF31,81,1,68.97,79750,1,2011-01,17.7,79750,1,2011-01,165000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,028,709,000,100,000,000",5.4242E+13,1,Y,1951,2,1982,5,N,29103,3,14551.5,3,2,2010-07,2025-08,2011-11,1,1,1,180,2,140000,N,EUR,140000,99326.14,N,2,1,900.4,1,2.28,1,280000,1,4,2,1.1,3,4,N,ITF31,81,1,61.67,227000,1,2010-07,43.76,227000,1,2010-07,280000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,427,820,000,100,000,000",5.4242E+13,1,Y,1945,2,1947,1,N,13352.4,3,6676.2,3,2,2010-09,2022-10,2011-11,1,7,1,144,2,50000,N,EUR,50000,33541.85,N,2,1,445.08,1,1.67,1,100000,3,12,4.3,4.3,145,12,N,ITF31,81,1,46.3,108000,1,2010-08,31.06,108000,1,2010-08,100000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,046,904,000,503,000,000",5.4242E+13,1,Y,1960,2,1967,1,N,21240.3,3,10620.15,3,2,2006-02,2026-04,2011-11,1,1,1,240,0,140000,N,EUR,140000,90999.76,N,2,1,695.52,13,2.86,1,280000,6,2,1.992,2.05,1,2,N,ITF31,81,1,66.67,210000,1,2008-11,43.33,210000,1,2008-11,280000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,047,470,000,503,000,000",5.4242E+13,1,Y,1953,2,1962,5,N,20210.4,3,10105.2,3,2,2008-07,2018-07,2011-11,1,7,1,120,1,60000,N,EUR,60000,22617.81,N,2,1,673.68,1,0.75,1,120000,3,12,6.25,6.25,120,12,N,ITF31,81,1,28.17,213000,1,2008-12,10.62,213000,1,2008-12,120000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,055,309,000,100,000,000",5.4242E+13,1,Y,1966,2,1971,1,N,28656,3,14328,3,2,2008-07,2023-08,2011-11,1,1,1,180,0,110000,N,EUR,110000,72620.11,N,2,1,955.2,1,1.69,1,220000,3,12,6.45,6.45,181,12,N,ITF31,81,1,59.14,186000,1,2008-12,39.04,186000,1,2008-12,220000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,050,312,000,503,000,000",5.4242E+13,1,Y,1963,2,1965,1,N,7227.2,3,3613.6,3,2,1998-05,2018-07,2011-11,1,1,1,240,0,30987.41,N,EUR,30987.41,8846.44,N,2,3,1445.43,1,0.82,1,92963,3,12,6.94,6.94,242,12,N,ITF31,81,1,66.67,46481,1,2008-11,19.03,46481,1,2008-11,92963,1,0,0,1484.81,1476.67
4.706E+19,Banca Popolare di Bari,"503,021,895,000,503,000,000",5.4242E+13,1,Y,1965,2,1967,1,N,21162,3,10581,3,2,2004-07,2019-09,2011-11,1,1,1,180,0,85000,N,EUR,85000,31855.84,N,2,1,705.4,1,1,1,170000,3,12,5.73,5.73,182,12,N,ITF31,81,1,38.99,218000,1,2004-04,14.61,218000,1,2004-04,170000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,079,393,000,503,000,000",5.4242E+13,1,Y,1951,2,1953,1,N,11391.9,3,5695.95,3,2,2006-10,2021-12,2011-11,1,1,1,180,0,45000,N,EUR,45000,24476.59,N,2,1,379.73,1,1.43,1,90000,3,12,6,6,182,12,N,ITF31,81,1,55.56,81000,1,2006-10,30.22,81000,1,2006-10,90000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,060,474,000,503,000,000",5.4242E+13,1,Y,1965,2,1970,1,N,20018.25,3,10009.13,3,2,2001-10,2017-01,2011-11,1,1,1,180,1,77468.53,N,EUR,77468.53,14846.43,N,2,3,4003.65,1,0.49,1,135311.71,3,12,6.2,6.2,183,12,N,ITF31,81,1,44.12,175595,1,2008-10,8.45,175595,1,2008-10,135311.71,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,011,994,000,503,000,000",5.4242E+13,1,Y,1965,2,1969,1,N,21005.7,3,10502.85,3,2,2002-11,2017-07,2011-11,1,1,1,180,0,80000,N,EUR,80000,19117.01,N,2,3,4201.14,1,0.61,1,260000,3,12,6.45,6.45,176,12,N,ITF31,81,1,30.77,260000,1,2002-09,7.35,260000,1,2002-09,260000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,048,964,000,503,000,000",5.4242E+13,1,Y,1959,2,1959,8,N,14474.1,3,7237.05,3,2,2002-09,2017-11,2011-11,1,1,1,180,1,56810,N,EUR,56810,12978.6,N,2,1,482.47,1,0.6,1,139443,3,12,6.1,6.1,182,12,N,ITF31,81,1,31.21,182000,1,2008-07,7.13,182000,1,2008-07,139443,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,048,714,000,503,000,000",5.4242E+13,1,Y,1964,2,1966,1,N,17721,3,8860.5,3,2,2003-04,2018-06,2011-11,1,1,1,179,1,70000,N,EUR,70000,19416.9,N,2,1,590.7,1,0.73,1,124000,3,12,5.99,5.99,182,12,N,ITF31,81,1,43.42,161200,1,2008-09,12.05,161200,1,2008-09,124000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,074,720,000,503,000,000",5.4242E+13,1,Y,1955,3,1959,1,N,9240.9,3,4620.45,3,2,2005-10,2015-12,2011-11,1,1,1,120,0,30000,N,EUR,30000,1825.19,N,2,1,308.03,1,0.13,1,250000,3,12,4.3,4.3,122,12,N,ITF31,81,1,12,250000,1,2005-09,0.73,250000,1,2005-09,250000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,022,408,000,503,000,000",5.4242E+13,1,Y,1953,2,1960,8,N,9868.8,3,4934.4,3,2,2006-05,2021-07,2011-11,1,1,1,180,0,40000,N,EUR,40000,20311.43,N,2,1,328.96,1,1.37,1,80000,3,12,5.6,5.6,182,12,N,ITF31,81,1,66.67,60000,1,2006-05,33.85,60000,1,2006-05,80000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,070,134,000,503,000,000",5.4242E+13,1,Y,1953,2,1959,1,N,25172.1,3,12586.05,3,2,2006-09,2026-11,2011-11,1,1,1,240,0,120000,N,EUR,120000,84356.74,N,2,1,839.07,1,2.23,1,151840,3,12,5.7,5.7,242,12,N,ITF31,81,1,79.03,151840,1,2006-06,55.56,151840,1,2006-06,151840,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,320,487,000,503,000,000",5.4242E+13,1,Y,1945,2,1952,8,N,17906.4,3,8953.2,3,2,2005-03,2015-05,2011-11,1,7,1,120,1,60000,N,EUR,60000,13970.21,N,2,1,594.43,1,0.52,1,120000,1,6,2,1.6,6,6,N,ITF31,81,1,34.79,172440,1,2005-01,8.1,172440,1,2005-01,120000,3,15160.24,24,15089.67,14425.24
4.706E+19,Banca Popolare di Bari,"503,085,440,000,503,000,000",5.4242E+13,1,Y,1970,2,1973,1,N,12296.1,3,6148.05,3,2,2003-07,2018-09,2011-11,1,1,1,180,0,50000,N,EUR,50000,14595.38,N,2,1,409.87,1,0.79,1,91000,3,12,5.54,5.54,182,12,N,ITF31,81,1,66.67,75000,1,2011-01,19.46,75000,1,2011-01,91000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,071,954,000,503,000,000",5.4242E+13,1,Y,1944,2,1949,8,N,12874.8,3,6437.4,3,2,2001-02,2016-01,2011-11,1,1,1,180,0,46481.12,N,EUR,46481.12,4881.08,N,2,3,2574.96,1,0.25,1,81935.89,3,12,7.3,7.3,179,12,N,ITF31,81,1,56.73,81935.89,1,2000-09,5.96,81935.89,1,2000-09,81935.89,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,074,216,000,503,000,000",5.4242E+13,1,Y,1973,2,1976,1,N,10782.9,3,5391.45,3,2,2004-12,2030-02,2011-11,1,1,1,300,0,55000,N,EUR,55000,41609.67,N,2,1,359.43,1,2.57,1,74250,3,12,6.15,6.15,302,12,N,ITF31,81,1,66.67,82500,1,2011-01,50.44,82500,1,2011-01,74250,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,014,621,000,503,000,000",5.4242E+13,1,Y,1969,2,1969,5,N,23907.9,3,11953.95,3,2,2005-03,2020-05,2011-11,1,1,1,180,0,120000,N,EUR,120000,47989.1,N,2,1,802.43,13,1.34,1,161700,6,2,1.742,1.8,1,2,N,ITF31,81,1,74.21,161700,1,2008-05,29.68,161700,1,2008-05,161700,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,048,177,000,503,000,000",5.4242E+13,1,Y,1969,2,1976,1,N,23645.7,3,11822.85,3,2,2005-12,2021-02,2011-11,1,1,1,180,0,100000,N,EUR,100000,46652.99,N,2,1,788.19,1,1.32,1,127500,3,12,4.95,4.95,182,12,N,ITF31,81,1,78.43,127500,1,2008-05,36.59,127500,1,2008-05,127500,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,055,463,000,503,000,000",5.4242E+13,1,Y,1966,2,1969,1,N,17843.7,3,8921.85,3,2,2007-03,2032-05,2011-11,1,1,1,300,0,95000,N,EUR,95000,77366.95,N,2,1,594.78,1,2.89,1,190000,3,12,5.7,5.7,302,12,N,ITF31,81,1,66.67,142500,1,2007-02,54.29,142500,1,2007-02,190000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,036,269,000,503,000,000",5.4242E+13,1,Y,1971,2,1974,1,N,28300,3,12781.05,3,2,2005-08,2027-09,2011-11,1,1,1,240,0,130000,N,EUR,130000,94823.44,N,2,1,852.07,1,2.31,1,296700,3,12,4.75,4.75,265,12,N,ITF31,81,1,53.28,244000,1,2011-01,38.86,244000,1,2011-01,296700,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,646,782,000,503,000,000",5.4242E+13,1,Y,1931,2,1965,8,N,51000,3,5921.25,3,2,2009-05,2029-06,2011-11,1,7,1,180,1,59000,N,EUR,59000,46463.01,N,2,1,394.75,1,0.82,1,118000,3,12,5.4,5.4,241,12,N,ITF31,81,1,26.22,225000,1,2009-04,20.65,225000,1,2009-04,118000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,025,973,000,503,000,000",5.4242E+13,1,Y,1963,2,1966,5,N,12536.7,3,6268.35,3,2,2009-12,2025-01,2011-11,1,7,1,180,2,50000,N,EUR,50000,36957.26,N,2,1,417.89,1,1.97,1,100000,3,12,5.85,5.85,181,12,N,ITF31,81,1,21.1,237000,1,2009-11,15.59,237000,1,2009-11,100000,2,417.89,1,0,0
4.706E+19,Banca Popolare di Bari,"100,683,289,000,100,000,000",5.4242E+13,1,Y,1970,2,1971,1,N,8981.4,3,4490.7,3,2,2009-12,2025-01,2011-11,1,7,1,180,2,37000,N,EUR,37000,26890.47,N,2,1,299.38,1,2,1,74000,3,12,5.35,5.35,181,12,N,ITF31,81,1,14.12,262000,1,2009-10,10.26,262000,1,2009-10,74000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,047,587,000,503,000,000",5.4242E+13,1,Y,1964,2,1978,5,N,12113.95,3,6056.98,3,2,2002-07,2018-01,2011-11,1,1,1,180,1,60000,N,EUR,60000,14187.16,N,2,3,2414.43,1,0.78,1,120000,1,6,1.2,1,6,6,N,ITF31,81,1,46.15,130000,1,2008-10,10.91,130000,1,2008-10,120000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,076,475,000,503,000,000",5.4242E+13,1,Y,1973,2,1973,5,N,24306,3,12153,3,2,2004-05,2019-07,2011-11,1,1,1,180,0,100000,N,EUR,100000,35577.59,N,2,1,810.2,1,0.98,1,200000,3,12,5.37,5.37,182,12,N,ITF31,81,1,76.92,130000,1,2004-05,27.37,130000,1,2004-05,200000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,052,672,000,503,000,000",5.4242E+13,1,Y,1942,2,1949,3,N,23490.3,3,11745.15,3,2,2005-06,2020-08,2011-11,1,1,1,180,0,100000,N,EUR,100000,42865.29,N,2,1,783,1,1.22,1,200000,3,12,4.85,4.85,182,12,N,ITF31,81,1,76.92,130000,1,2005-05,32.97,130000,1,2005-05,200000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,047,917,000,503,000,000",5.4242E+13,1,Y,1966,2,1973,3,N,10488,3,5244,3,2,2005-06,2025-08,2011-11,1,1,1,240,0,70000,N,EUR,70000,43293.22,N,2,1,345.15,13,2.75,1,140000,6,2,1.792,1.85,1,2,N,ITF31,81,1,66.67,105000,1,2008-09,41.23,105000,1,2008-09,140000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,050,597,000,503,000,000",5.4242E+13,1,Y,1969,2,1973,1,N,8984.4,3,4492.2,3,2,2007-05,2035-05,2011-11,1,1,1,334,0,215532,N,EUR,215532,44156.35,N,2,1,299.48,1,3.28,1,431064,3,12,5.3,5.3,336,12,N,ITF31,81,1,74.32,290000,1,2007-05,15.23,290000,1,2007-05,431064,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,343,530,000,100,000,000",5.4242E+13,1,Y,1927,3,1968,8,Y,5000,3,2500,3,2,2005-10,2025-11,2011-11,1,1,1,240,1,30000,N,EUR,30000,17862.3,N,2,1,154.44,1,2.38,1,60000,1,6,1.5,1.1,6,6,N,ITF33,80,1,40,75000,1,2005-07,23.82,75000,1,2005-07,60000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,603,938,000,100,000,000",5.4242E+13,1,Y,1946,2,1950,5,N,32040,3,16020,3,2,2009-03,2019-02,2011-11,1,1,1,120,0,100000,N,EUR,100000,42738.36,N,2,1,1068,1,0.89,1,200000,3,12,5.15,5.15,119,12,N,ITF31,81,1,42.02,238000,1,2008-11,17.96,238000,1,2008-11,200000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,024,440,000,100,000,000",5.4242E+13,1,Y,1960,3,1963,1,N,17820,3,8910,3,2,2009-07,2029-06,2011-11,1,1,1,240,0,107000,N,EUR,107000,69275.45,N,2,1,594,1,2.59,1,214000,3,12,5.55,5.55,239,12,N,ITF31,81,1,65.64,163000,1,2009-04,42.5,163000,1,2009-04,214000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,683,663,000,100,000,000",5.4242E+13,1,Y,1963,2,1965,1,N,19972,3,9961.65,3,2,2009-11,2024-11,2011-11,1,7,1,180,0,94950,N,EUR,94950,65138.9,N,2,1,657.94,1,2.18,1,189900,1,4,2.85,2.8,3,4,N,ITF31,81,1,47.95,198000,1,2009-09,32.9,198000,1,2009-09,189900,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,697,863,000,100,000,000",5.4242E+13,1,Y,1959,2,1964,5,Y,52801,3,10214.55,3,2,2010-02,2024-07,2011-11,1,1,1,180,1,105822,N,EUR,105822,70213.35,N,2,1,680.97,1,1.11,1,211644,1,4,1.05,1,3,4,N,ITF31,81,1,47.67,222000,1,2009-12,31.63,222000,1,2009-12,211644,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,699,802,000,100,000,000",5.4242E+13,1,Y,1979,2,1982,1,N,18861.6,3,9430.8,3,2,2010-03,2037-10,2011-11,1,1,1,360,1,111965,N,EUR,111965,102794.64,N,2,1,625.9,1,3.63,1,223930,3,12,4.8,4.8,331,12,N,ITF31,81,1,52.57,213000,1,2009-12,48.26,213000,1,2009-12,223930,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,698,415,000,100,000,000",5.4242E+13,1,Y,1960,2,1969,1,N,27160,3,7908.75,3,2,2010-04,2025-04,2011-11,1,7,1,180,1,63493,N,EUR,63493,47436.98,N,2,1,527.25,1,1.35,1,126986,3,12,5.75,5.75,180,12,N,ITF33,80,1,24.8,256000,1,2010-02,18.53,256000,1,2010-02,126986,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,717,731,000,100,000,000",5.4242E+13,1,Y,1961,2,1961,3,N,29806,3,10108.2,3,2,2010-05,2025-05,2011-11,1,7,1,180,1,84657,N,EUR,84657,62837.09,N,2,1,673.88,1,1.57,1,169314,3,12,5.1,5.1,180,12,N,ITF34,83,1,49.51,171000,1,2010-03,36.75,171000,1,2010-03,169314,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,737,905,000,503,000,000",5.4242E+13,1,Y,1950,2,1952,8,N,35048.93,3,8959.35,3,2,2010-06,2023-06,2011-11,1,1,1,156,1,70032.69,N,EUR,70032.69,47896.61,N,2,1,597.29,1,1.09,1,150000,3,12,4.6,4.6,156,12,N,ITF31,81,1,23.19,302000,1,2010-06,15.86,302000,1,2010-06,150000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,735,042,000,100,000,000",5.4242E+13,1,Y,1961,2,1963,1,N,15283.5,3,7641.75,3,2,2010-09,2025-09,2011-11,1,7,1,180,1,64000,N,EUR,64000,48721.46,N,2,1,509.45,1,2.13,1,120000,3,12,5.1,5.1,180,12,N,ITF33,80,1,35.96,178000,1,2010-06,27.37,178000,1,2010-06,120000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"599,009,993,000,599,000,000",5.4242E+13,1,Y,1957,2,1958,8,N,22230,3,11115,3,2,2007-03,2025-02,2011-11,1,1,1,300,1,120000,N,EUR,120000,78008.18,N,2,1,741,1,2.34,1,180000,1,6,1.88,1.7,6,6,N,ITF31,81,1,92.31,130000,1,2007-01,60.01,130000,1,2007-01,180000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,026,152,000,503,000,000",5.4242E+13,1,Y,1974,2,1975,3,N,17263.5,3,8631.75,3,2,2003-09,2023-11,2011-11,1,1,1,240,0,80000,N,EUR,80000,45457.3,N,2,1,575.45,1,1.76,1,123370,3,12,6.04,6.04,242,12,N,ITF31,81,1,64.85,123370,1,2003-07,36.85,123370,1,2003-07,123370,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,001,143,000,503,000,000",5.4242E+13,1,Y,1969,2,1976,1,N,13199.7,3,6599.85,3,2,2003-03,2023-05,2011-11,1,1,1,240,0,82000,N,EUR,82000,38620.08,N,2,1,433.92,1,1.95,1,105000,1,6,1.649,1.6,1,6,N,ITF31,81,1,59.85,137000,1,2008-10,28.19,137000,1,2008-10,105000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,027,201,000,503,000,000",5.4242E+13,1,Y,1970,2,1970,1,N,8440.8,3,4220.4,3,2,2003-11,2029-01,2011-11,1,1,1,300,0,62000,N,EUR,62000,39935.42,N,2,1,273.42,1,3.15,1,83500,1,4,1.637,1.65,1,4,N,ITC45,20,1,74.25,83500,1,2003-10,47.83,83500,1,2003-10,83500,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,068,470,000,503,000,000",5.4242E+13,1,Y,1966,2,1969,1,N,19301.1,3,9650.55,3,2,2003-11,2024-01,2011-11,1,1,1,240,0,120000,N,EUR,120000,61019.16,N,2,1,631.4,1,2.11,1,157280,1,4,1.487,1.5,1,4,N,ITF31,81,1,76.3,157280,1,2003-11,38.8,157280,1,2003-11,157280,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,035,509,000,503,000,000",5.4242E+13,1,Y,1972,2,1976,1,N,12326.4,3,6163.2,3,2,2005-03,2030-05,2011-11,1,1,1,300,0,65000,N,EUR,65000,49148.15,N,2,1,410.89,1,2.66,1,124000,3,12,5.8,5.8,302,12,N,ITF31,81,1,66.67,97500,1,2008-11,50.41,97500,1,2008-11,124000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,003,820,000,503,000,000",5.4242E+13,1,Y,1970,2,1973,1,N,11862,3,5931,3,2,2005-07,2020-09,2011-11,1,1,1,180,0,50000,N,EUR,50000,21869.04,N,2,1,395.4,1,1.23,1,130000,3,12,4.99,4.99,182,12,N,ITF31,81,1,66.67,75000,1,2011-01,29.16,75000,1,2011-01,130000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,033,901,000,503,000,000",5.4242E+13,1,Y,1973,2,1973,1,N,21466.74,3,10640.7,3,2,2006-01,2021-03,2011-11,1,1,1,180,0,90000,N,EUR,90000,42521.64,N,2,1,709.37,1,1.32,1,180000,3,12,4.94,4.94,182,12,N,ITF31,81,1,45.28,198750,1,2005-12,21.39,198750,1,2005-12,180000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,041,227,000,503,000,000",5.4242E+13,1,Y,1968,2,1972,1,N,13051.2,3,6525.6,3,2,2006-05,2031-07,2011-11,1,1,1,300,0,72937,N,EUR,72937,57012.62,N,2,1,435.04,1,2.91,1,105000,3,12,5.15,5.15,302,12,N,ITF31,81,1,69.46,105000,1,2006-04,54.3,105000,1,2006-04,105000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,050,043,000,503,000,000",5.4242E+13,1,Y,1947,2,1952,8,N,43397.84,3,12845.55,3,2,2006-08,2016-10,2011-11,1,1,1,120,0,80000,N,EUR,80000,13210.02,N,2,1,856.36,1,0.23,1,160000,3,12,5.2,5.2,122,12,N,ITF31,81,1,66.12,121000,1,2006-06,10.92,121000,1,2006-06,160000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,000,656,000,503,000,000",5.4242E+13,1,Y,1965,2,1972,1,N,16306.5,3,8153.25,3,2,2009-05,2029-06,2011-11,1,1,1,240,7,80000,N,EUR,80000,64174.75,N,2,1,543.55,1,2.62,1,374000,3,12,5.35,5.35,241,12,N,ITF31,81,1,66.67,120000,1,2011-01,53.48,120000,1,2011-01,374000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,028,258,000,503,000,000",5.4242E+13,1,Y,1946,3,1972,8,N,7282.2,3,3641.1,3,2,2006-12,2022-02,2011-11,1,1,1,180,0,30000,N,EUR,30000,16303.61,N,2,1,242.75,1,1.49,1,120000,3,12,5.34,5.34,182,12,N,ITF31,81,1,66.67,45000,1,2011-01,36.23,45000,1,2011-01,120000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,002,529,000,503,000,000",5.4242E+13,1,Y,1961,2,1963,1,N,17148.9,3,8574.45,3,2,2007-02,2019-04,2011-11,1,1,1,144,0,60000,N,EUR,60000,23637.17,N,2,1,571.63,1,0.92,1,218000,3,12,5.55,5.55,146,12,N,ITF31,81,1,66.67,90000,1,2011-01,26.26,90000,1,2011-01,218000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,030,603,000,503,000,000",5.4242E+13,1,Y,1952,3,1956,1,N,11066.7,3,5533.35,3,2,2005-06,2022-04,2011-11,1,1,1,180,0,45000,N,EUR,45000,25126.01,N,2,1,368.88,1,1.51,1,151800,3,12,5.54,5.54,202,12,N,ITF31,81,1,66.67,67500,1,2011-01,37.22,67500,1,2011-01,151800,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,069,987,000,503,000,000",5.4242E+13,1,Y,1948,3,1952,8,N,20558.4,3,10279.2,3,2,2007-07,2017-09,2011-11,1,1,1,120,0,63000,N,EUR,63000,17356.2,N,2,1,685.27,1,0.56,1,80000,3,12,5.54,5.54,122,12,N,ITF31,81,1,66.67,94500,1,2011-01,18.37,94500,1,2011-01,80000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"503,048,251,000,503,000,000",5.4242E+13,1,Y,1961,2,1965,1,N,9108.3,3,4554.15,3,2,1998-11,2019-01,2011-11,1,1,1,240,0,51645.69,N,EUR,51645.69,12546.36,N,2,1,301.71,1,0.92,1,119818,1,4,1.837,1.85,1,4,N,ITF31,81,1,43.1,119818,1,1998-07,10.47,119818,1,1998-07,119818,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,786,906,000,100,000,000",5.4242E+13,1,Y,1958,2,1960,5,N,19643.1,3,9821.55,3,2,2011-03,2021-03,2011-11,1,1,1,120,1,63178.22,N,EUR,63178.22,39741.61,N,2,1,654.77,1,1.35,1,140000,3,12,4.5,4.5,120,12,N,ITF33,80,1,24.78,255000,1,2011-02,15.58,255000,1,2011-02,140000,1,0,0,0,0
